"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"EGFL6",0.162266666666666,5.45988333333333,2.18682941316754,0.0510796312672362,0.096940269407535,-5.67814845430926
"KRT13",-0.172110000000001,7.84919833333333,-2.18678993943738,0.0510831573777639,0.096940269407535,-5.67821405149712
"GNB1",0.145633333333326,12.7366166666667,2.18677092720419,0.0510848557858015,0.096940269407535,-5.67824564573529
"TXNDC11",0.183109999999994,9.703435,2.18642997311707,0.0511153231570489,0.0969883131513056,-5.67881221956138
"TRIP4",-0.192810000000001,9.67933833333333,-2.18636307577838,0.0511213030774863,0.0969898884014684,-5.67892338080935
"SIGLEC5",0.188539999999999,7.30179666666667,2.18606058092322,0.0511483512629147,0.0970314310722941,-5.67942601038368
"CAMKV",0.150343333333333,6.439565,2.18592273455138,0.05116068159299,0.0970450475498412,-5.67965504865887
"IGFN1",0.172089999999999,6.962965,2.18467677956599,0.0512722605023817,0.097246903756481,-5.68172500221236
"C1orf105",0.178003333333333,4.710765,2.18451732116823,0.05128655718138,0.0972642249475492,-5.68198988288763
"THEG",0.228156666666663,6.94358166666667,2.18305559067393,0.0514177896128031,0.0974976534599433,-5.68441764556386
"PNLIPRP1",0.18164333333333,6.71222833333333,2.1830310528233,0.0514199953179153,0.0974976534599433,-5.68445839454553
"PDE1B",0.159453333333334,7.22642333333333,2.18297318301847,0.0514251975860193,0.0974977019664875,-5.68455449578814
"ZNF250",-0.155963333333336,8.49139166666667,-2.18276838785539,0.0514436118910109,0.0975227968148262,-5.68489457986732
"CYP4B1",0.187286666666665,6.63419,2.18252081225368,0.0514658812109425,0.097555193913737,-5.68530568847404
"ARC",0.177363333333334,8.30483166666667,2.18245880651721,0.0514714600373594,0.0975559503213874,-5.68540864843196
"LOC101928957",0.238203333333336,7.542005,2.18230340885606,0.051485444121107,0.0975726357996508,-5.68566667971823
"LPAR4",-0.165343333333334,6.93854166666667,-2.18198347882739,0.051514245700283,0.0976173964703824,-5.68619788708952
"DLG5",0.148186666666662,9.49418,2.18159138316521,0.0515495648796005,0.0976744974791143,-5.68684887504032
"CENPBD1",-0.176686666666665,8.36076333333333,-2.18130432636146,0.0515754369856364,0.0977106834505657,-5.6873254397401
"SIRT7",-0.150603333333333,8.175815,-2.18126437540998,0.0515790386994544,0.0977106834505657,-5.68739176335692
"GINM1",-0.157766666666669,10.39195,-2.18111596123698,0.0515924208374241,0.0977262047724073,-5.68763814536439
"NPC1",0.182266666666667,10.3673333333333,2.17994050849754,0.0516985252879445,0.0979173396292385,-5.68958927583332
"SLC12A2",0.150500000000001,10.3354833333333,2.17986834055893,0.051705046424752,0.0979198435760462,-5.68970905352852
"C5orf64",0.174683333333336,6.55871166666667,2.17924692593653,0.0517612302103493,0.0980163894813712,-5.69074035487607
"OPN1LW",0.315596666666667,5.67497166666667,2.1779039916789,0.0518828470530029,0.0982368092285369,-5.69296869156418
"SDF2",-0.220860000000002,9.93487333333333,-2.17781100048974,0.0518912784427114,0.0982428968827932,-5.69312297195895
"BPIFB3",0.207373333333336,7.4579,2.17754860883982,0.0519150761809157,0.0982780726496498,-5.69355828813237
"C10orf99",0.173789999999999,6.971405,2.17691813572882,0.0519722997047041,0.0983765118229544,-5.69460417762717
"PLPPR3",0.18689,8.11130833333333,2.17681276311607,0.0519818694723957,0.0983847381813989,-5.6947789680605
"ACER1",0.263059999999999,6.82247333333333,2.17674359302673,0.0519881522977684,0.0983867424011425,-5.694893704479
"HAPLN2",0.18158,7.68699333333333,2.1762825343581,0.0520300494252271,0.0984561389404931,-5.69565845186682
"KCNJ14",0.248633333333332,7.10755333333333,2.17615899417946,0.0520412811714407,0.0984609400470652,-5.6958633541122
"ATP11C",0.160896666666666,8.657865,2.17613962577929,0.0520430422729391,0.0984609400470652,-5.69589547788462
"LINC01405",0.161860000000001,7.36274666666667,2.17592595799802,0.0520624741068055,0.098487810097185,-5.69624985244042
"KLK4",0.197826666666662,7.06699666666667,2.17584582950992,0.0520697631031442,0.0984917061649712,-5.69638274440269
"CCR4",0.204996666666664,5.665105,2.17551271265029,0.0521000759374684,0.0985336043690899,-5.6969351930083
"THOC7",0.179466666666668,10.6112666666667,2.17548743457318,0.0521023768669303,0.0985336043690899,-5.69697711336712
"ATM",-0.18596,9.57143333333333,-2.17443941004008,0.052197858116305,0.0987042630283622,-5.69871495229006
"SLC4A11",-0.165853333333335,9.01702333333333,-2.17426506488026,0.0522137581323894,0.0987244172939887,-5.6990040196747
"IGFALS",0.187953333333331,8.15694333333333,2.17323068152163,0.0523081871215433,0.0988930331506873,-5.70071885469943
"IMMT",0.146833333333335,12.11625,2.17306527488308,0.0523233021696273,0.0989116805242157,-5.70099304096934
"ZNF615",-0.338166666666665,7.32006333333333,-2.17239538428708,0.0523845600273244,0.0990175435121063,-5.70210339932528
"ZNF326",-0.165930000000001,10.1450683333333,-2.17224197502127,0.0523985980665998,0.0990341390854331,-5.70235765921652
"SNORA36C",-0.168076666666667,5.97741166666667,-2.17202617724293,0.0524183511544106,0.0990615317722425,-5.70271530937384
"ADGRG3",0.18976,6.96201333333333,2.17165543291895,0.0524523038359081,0.099115751022925,-5.70332972523561
"VPS37B",-0.155933333333333,9.47755666666667,-2.17120099465553,0.0524939497165719,0.099184495281091,-5.70408278537711
"SNORA5A",0.172743333333333,8.72646166666667,2.17057879532012,0.0525510206459708,0.0992823676242565,-5.70511374355289
"MRPL11",0.148266666666666,11.5364666666667,2.17047473285497,0.0525605714814323,0.0992904516831791,-5.70528615909484
"PRKG2",-0.26826,5.50869,-2.17017456948983,0.0525881296712139,0.0993325478114174,-5.705783465126
"CES1",0.229283333333334,7.697245,2.16947083459104,0.0526527938907391,0.0994447172220398,-5.70694929377414
"DIXDC1",0.184003333333335,8.54168833333333,2.16925673214765,0.052672482155049,0.099464583074564,-5.70730395220974
"GMCL1",0.170216666666665,9.80287833333333,2.16924159423389,0.0526738744603218,0.099464583074564,-5.70732902747068
"KLF2",0.183173333333333,8.62928,2.16908809807153,0.0526879942020001,0.0994812714586938,-5.70758328285614
"METTL9",0.156966666666662,11.0639833333333,2.16858923747927,0.0527339080384428,0.099557981555336,-5.70840955961999
"PDCL2",-0.233353333333332,7.20545333333333,-2.16852417194049,0.0527398993052875,0.0995593127709517,-5.70851732385052
"ITGAL",0.177370000000001,5.97919166666667,2.1681610919764,0.0527733437687848,0.0996124630728897,-5.70911864795545
"MS4A12",0.180559999999998,5.05133,2.16804242323074,0.0527842790994543,0.0996231198075081,-5.70931517541569
"FFAR3",0.189346666666666,6.09328666666667,2.16780502242669,0.052806162060089,0.0996544344929576,-5.7097083221769
"AFF2",0.192746666666667,7.03590666666667,2.16769736896254,0.052816088105338,0.0996631803803163,-5.70988659559625
"OTULIN",0.178686666666668,9.51507,2.16757479830087,0.0528273917302327,0.0996745237274296,-5.71008956745004
"SPINT2",0.161120000000001,7.10284333333333,2.16718880050249,0.0528630039713669,0.0997317256132149,-5.7107287333123
"CDX4",0.15445,5.466335,2.16710134897143,0.0528710754386527,0.0997369626213527,-5.7108735361358
"TICAM1",0.214399999999994,8.95052,2.16642904072528,0.0529331662430476,0.0998405847013385,-5.71198666984509
"SNORA3A",-0.288066666666671,12.3133,-2.16639179376094,0.0529366081994035,0.0998405847013385,-5.71204833517822
"APTX",0.152329999999999,8.60003833333333,2.16624577485805,0.0529501037182055,0.0998560381925184,-5.71229007704128
"TRMT12",0.222680000000002,8.84996,2.16574248947349,0.0529966439726559,0.0999337998178816,-5.71312324166724
"SYT16",0.162230000000001,5.936365,2.16501082958818,0.0530643720206577,0.100051494908106,-5.71433432975646
"CHST7",0.187923333333335,7.89572833333333,2.16470810912261,0.0530924181966491,0.100090525286764,-5.71483536277512
"OLFML1",0.221850000000001,4.67537166666667,2.16467268248922,0.0530957012923467,0.100090525286764,-5.71489399558879
"LY6G6E",0.175843333333332,7.599905,2.16448795840519,0.053112823370381,0.100106813938519,-5.71519971671091
"ZNF276",-0.1554,8.91211,-2.16446477641415,0.0531149724799629,0.100106813938519,-5.71523808250776
"SLPI",-0.226800000000002,6.90135,-2.16431865255492,0.0531285209400665,0.100122329736363,-5.71547991115923
"ZNF517",-0.196476666666669,7.74997166666667,-2.1641083293011,0.0531480276697848,0.100149069848197,-5.7158279754326
"CDX1",0.154779999999999,7.75690333333333,2.16378344726382,0.0531781726926336,0.100195848788822,-5.71636559631668
"DEF6",0.177746666666667,7.49940666666667,2.16362337529537,0.0531930313591203,0.100208271635226,-5.71663047439959
"HNRNPK",0.151466666666668,12.6292666666667,2.16359778402706,0.0531954072320799,0.100208271635226,-5.71667282065458
"PAK3",0.184059999999999,6.6015,2.16332732920777,0.0532205222061872,0.100245556078741,-5.71712033390212
"OAZ2",-0.169373333333333,9.75086,-2.1625682286705,0.0532910739963329,0.100368408764693,-5.71837627312834
"SLC6A14",0.16588,4.15262,2.16230161668459,0.0533158743385631,0.100405077221528,-5.71881734288529
"C5AR2",0.188079999999998,6.75482666666667,2.16166491740148,0.0533751446991529,0.100506646197145,-5.71987057769814
"CRAMP1",0.157009999999999,7.83088166666667,2.16150628305114,0.053389921714396,0.100524421230524,-5.72013297278036
"FAM186B",-0.152650000000003,6.51802833333333,-2.15983154666344,0.053546163049134,0.100805222993668,-5.72290265644626
"INTS6L",-0.196006666666668,7.54680666666667,-2.15979300265352,0.0535497640464928,0.100805222993668,-5.72296639037563
"SPATA18",0.168659999999999,5.87428,2.15955515430839,0.0535719902608854,0.100836984266791,-5.72335967108598
"GKN2",-0.17061,4.57247166666667,-2.15938787227283,0.0535876275131325,0.100856338221479,-5.72363626031634
"HAGHL",-0.170209999999997,8.89924166666667,-2.15917499622393,0.0536075330878851,0.10088372084105,-5.72398822349199
"SLC25A34",-0.157673333333335,7.67106333333333,-2.1590088354054,0.0536230753030791,0.100902887427135,-5.72426293924055
"GABRA6",0.207356666666668,5.94299833333333,2.15872021571186,0.0536500821497472,0.100943621099734,-5.72474009734049
"ZBTB49",0.164363333333331,8.31910166666667,2.15831257937376,0.0536882476796731,0.101000306946195,-5.72541397452319
"FAM193B",-0.187983333333333,8.38565833333333,-2.15828388525684,0.0536909351781515,0.101000306946195,-5.72546140777182
"CRYGC",0.183126666666666,7.29171333333333,2.15785131360017,0.0537314654353656,0.101066455608676,-5.72617644587386
"MC5R",0.176516666666665,5.89529166666667,2.15748841762352,0.0537654897654433,0.101120354927338,-5.72677626554353
"TMEM39B",-0.183816666666667,9.42227166666667,-2.15686572913973,0.0538239193451507,0.101220139485429,-5.72780539260171
"CLDN9",0.211300000000001,7.52514333333333,2.15659422336293,0.0538494147890448,0.101257975053601,-5.7282540765921
"SDHD",-0.156166666666667,11.7063833333333,-2.15647113192552,0.0538609773290525,0.101265988141523,-5.7284574869928
"TYRP1",-0.283343333333332,5.54572166666667,-2.15643438372154,0.0538644297123171,0.101265988141523,-5.72851821302033
"WNT2",0.191103333333333,5.28383166666667,2.15594125368681,0.0539107781279085,0.101343007811261,-5.72933306450464
"TPT1-AS1",-0.212926666666664,10.1749366666667,-2.15518748085092,0.0539816970751229,0.101466195879527,-5.73057845710747
"PTK2",0.149933333333333,10.5603666666667,2.15510165592624,0.0539897775533721,0.101471257403474,-5.73072024682197
"TOPAZ1",0.198399999999999,8.55883,2.15482687387771,0.0540156562045527,0.101509765411749,-5.7311741934848
"FGF7",-0.206683333333335,4.80963833333333,-2.15473026384064,0.0540247576221331,0.101515374533439,-5.73133379001552
"TAOK1",-0.155600000000003,10.9515333333333,-2.15468076929039,0.0540294209580118,0.101515374533439,-5.73141555221584
"GPR61",0.214890000000001,7.38059833333333,2.15401398444253,0.0540922821397076,0.101623345817382,-5.73251696835889
"IDO1",0.279259999999999,5.07056666666667,2.1538301583188,0.0541096245629346,0.101645787853412,-5.73282059363929
"COA3",-0.176693333333329,9.92349666666667,-2.15366454969132,0.0541252528401165,0.101665005683729,-5.73309412004955
"SHD",0.18680333333333,6.875565,2.15326854201126,0.0541626409588611,0.101725087736257,-5.73374814870746
"PEX2",-0.185193333333334,9.00214,-2.15286413042141,0.054200847811218,0.10178669535113,-5.73441600615218
"OR5D18",0.253150000000002,6.059605,2.1516900165561,0.0543119174033143,0.101985109907679,-5.73635468231932
"PAPOLG",-0.193566666666667,10.5903166666667,-2.15156056757619,0.0543241763145791,0.101997959994894,-5.73656839970977
"YBEY",-0.174213333333334,8.89794,-2.15125509606992,0.0543531150955099,0.102042122179908,-5.73707270551254
"IGLL1",0.204813333333335,7.76566333333333,2.15067771262547,0.0544078533602527,0.102134706487292,-5.73802583320636
"CDH24",-0.180136666666669,8.04834833333333,-2.15033212285441,0.0544406416764833,0.102186071889066,-5.73859627253828
"CCDC40",-0.15276,7.57509333333333,-2.15011304784843,0.0544614364352416,0.102214917172032,-5.73895786389904
"BREA2",-0.151186666666669,7.13612333333333,-2.1498437507299,0.0544870086398875,0.102252722272184,-5.73940232801112
"ABCC12",0.183086666666668,5.97225,2.14965188613792,0.0545052348732433,0.102276735439142,-5.73971897891225
"PRR13",-0.189200000000003,11.2401333333333,-2.14951190395097,0.0545185361719194,0.102291503313601,-5.73994999643387
"TRIM24",0.16070666666667,10.1503133333333,2.14939547258444,0.054529601985559,0.102302074289871,-5.74014214250821
"EYA3",0.156300000000002,10.6393166666667,2.14882408255321,0.0545839386578237,0.10239381480891,-5.74108504257959
"ARL3",-0.223456666666667,9.150225,-2.14824666954693,0.0546389002692557,0.102486709259154,-5.74203777714611
"ARRB2",0.183199999999999,10.2763666666667,2.14755899864255,0.0547044253809074,0.102599397293767,-5.74317230063586
"USP43",0.153786666666665,7.68574333333333,2.14701834515958,0.0547559941879751,0.10268589012609,-5.74406416910999
"CA14",-0.230823333333334,5.67595833333333,-2.1467996812899,0.0547768639581881,0.102714800456841,-5.74442485343366
"MORN5",-0.172520000000002,6.13031,-2.14539659046015,0.0549109577262656,0.102955995800546,-5.74673888100623
"TPBG",0.153859999999998,9.38742666666667,2.1440986791545,0.0550352765993938,0.103178817387317,-5.74887888799506
"TRDMT1",0.169863333333331,7.57869833333333,2.14343381125694,0.0550990635063185,0.103288122034239,-5.74997492094238
"SRSF12",0.147629999999999,6.62703833333333,2.14328939788656,0.0551129276761914,0.103302310631456,-5.75021296746119
"TRIP6",-0.154866666666665,10.3005,-2.14324071456867,0.0551176021841085,0.103302310631456,-5.75029321404043
"KRT17P5",0.163053333333334,7.62839666666667,2.14265180279002,0.0551741785027459,0.103398057504549,-5.75126388031195
"KIF17",0.181949999999999,7.03366833333333,2.14200792031872,0.0552360988238209,0.103503799149124,-5.75232502528321
"ADIPOQ",0.215169999999999,6.38622166666667,2.14185117166631,0.0552511828584161,0.103521764619519,-5.75258333361407
"GPR142",0.14716,7.45688666666667,2.14162345731778,0.055273102930138,0.103552533630381,-5.75295857340889
"SH3BP5L",-0.162339999999999,9.72655333333333,-2.14129874819416,0.0553043741021505,0.103600813789527,-5.75349361782633
"TNNC2",0.194256666666663,7.258615,2.14114279313048,0.0553193993447884,0.103618654128269,-5.75375058324309
"GALNT10",0.152846666666665,9.75252,2.14070051715243,0.0553620307715222,0.103688194863847,-5.75447927434066
"LRCH2",-0.281866666666667,7.46225666666667,-2.1403655612221,0.0553943382333486,0.103738387818125,-5.75503110417538
"NAPB",-0.191856666666671,7.95023166666667,-2.14016602564904,0.055413592505851,0.103764128182064,-5.75535981605896
"ZDHHC8P1",0.203549999999999,7.91751833333333,2.14008099067478,0.0554217999205824,0.103769179809549,-5.75549989753512
"POLR2B",0.154,11.7831333333333,2.13984480678912,0.0554446019871769,0.103801554058299,-5.75588896050641
"ZNF354A",0.153283333333329,8.966045,2.1395356141236,0.0554744660319504,0.103834211224873,-5.75639826312617
"NFKBIL1",-0.169920000000001,8.72259666666667,-2.13951870184094,0.0554760999811892,0.103834211224873,-5.75642612018449
"BRINP1",0.18406,6.09165,2.13949298270294,0.0554785848760695,0.103834211224873,-5.75646848327561
"HIST3H2BB",0.16528,7.93659666666667,2.13864730413405,0.055560350225768,0.103976357930418,-5.75786131908451
"WRAP73",0.214563333333333,8.681135,2.13859330404523,0.0555655751603304,0.103976357930418,-5.75795024968652
"EIF1B",0.171843333333335,8.779855,2.1381549817391,0.055608003534989,0.104045414124576,-5.75867207084901
"CCDC71L",0.152563333333333,8.54146166666667,2.13759614940189,0.0556621414692582,0.104136363607034,-5.75959225676168
"CRKL",0.161963333333331,9.78864166666667,2.13743660298264,0.0556776069920496,0.104154951339716,-5.75985495118166
"TMEM217",-0.213476666666666,6.27704166666667,-2.13690023376779,0.0557296294343369,0.104241914864068,-5.76073802761289
"MYCL",0.228663333333334,6.38412166666667,2.13660889437569,0.055757905737621,0.10428444852655,-5.7612176492338
"ATP5MC2",-0.150133333333335,10.6957333333333,-2.13648389760004,0.0557700416205179,0.104296789184871,-5.76142341863168
"SLC6A12",-0.181250000000001,7.405295,-2.13608014117752,0.0558092592581048,0.104359768553132,-5.7620880473487
"IFITM5",0.31599,6.41615166666667,2.13566847823096,0.0558492717728511,0.104424221639023,-5.76276563737342
"MIR125A",0.20347,6.368635,2.13546359127699,0.0558691963540801,0.104451106227193,-5.76310285749737
"TH",0.19155,7.37847166666667,2.13519384592066,0.0558954384710669,0.104489795351273,-5.76354680651011
"OR1G1",0.2314,5.28652333333333,2.13507984099525,0.0559065329252038,0.10450016287349,-5.76373442969706
"NCR3LG1",0.246359999999996,9.35481,2.13486628935597,0.0559273204386328,0.104528644749549,-5.76408587031309
"WDR49",0.177810000000001,5.49623166666667,2.13424898816523,0.0559874508670294,0.10463064592475,-5.76510167685631
"HIGD2B",0.174893333333332,6.67862666666667,2.13414687233291,0.0559974037261906,0.104638863158952,-5.76526970286951
"SMG8",0.19968666666667,8.58855,2.13313135981512,0.056096473294005,0.104813589089215,-5.76694049099739
"SERPINH1",0.156866666666668,10.5842333333333,2.13282177947987,0.0561267077880042,0.104859678055676,-5.7674497670991
"UPRT",-0.197976666666667,8.51504166666667,-2.13261205456724,0.0561471988872238,0.104887556421541,-5.76779475822558
"ATG4D",0.148400000000001,10.2501333333333,2.13251795680617,0.0561563949786211,0.104894331352509,-5.76794954159675
"TMBIM1",-0.160633333333335,11.1365166666667,-2.13181520388154,0.0562251195273096,0.10501228690771,-5.76910542451696
"OR2V2",0.185123333333332,5.73493833333333,2.13133877400381,0.0562717564889279,0.105083704820748,-5.76988896255887
"RPS23",-0.145199999999999,11.7407666666667,-2.13131058858072,0.0562745166625288,0.105083704820748,-5.76993531410338
"LOC284788",-0.249583333333332,4.29701833333333,-2.13108272423621,0.0562968359253287,0.105114960624332,-5.77031003260736
"CACNA1E",0.151106666666666,6.30208333333333,2.1306684328451,0.0563374371543299,0.105180342125758,-5.77099128394132
"PRDM13",0.15146333333333,7.88889833333333,2.13033307223326,0.0563703233445238,0.105231308342825,-5.77154270279964
"ACTN4",0.141266666666663,13.2985666666667,2.13020670819786,0.056382719590888,0.105244017916232,-5.77175046828119
"MEFV",0.142053333333334,6.97489,2.12981795285127,0.0564208724768654,0.105304797565086,-5.77238962057085
"ZDHHC21",-0.226743333333333,10.087265,-2.12889908031834,0.0565111488547549,0.105462839628463,-5.7739001442117
"TMCO3",-0.156940000000002,9.50263,-2.12878881213064,0.0565219915485126,0.105472623484067,-5.77408139446112
"ADAM23",-0.187146666666662,9.65915333333333,-2.12789345215075,0.0566101054346712,0.105626582698296,-5.7755529719614
"C7orf61",0.180209999999999,7.29205166666667,2.12698059016037,0.0567000755896797,0.105783974606838,-5.77705304825535
"SSX5",0.196289999999997,5.24200166666667,2.12640365311901,0.056757007328588,0.105879702459056,-5.77800097099095
"CUL2",0.16903333333334,10.1852166666667,2.12628102469989,0.0567691151848427,0.105889032408254,-5.77820243882107
"MRPL37",0.143300000000004,12.2724166666667,2.12623912135295,0.0567732531198124,0.105889032408254,-5.77827128126011
"PRR14L",0.176896666666666,9.47659166666667,2.12607702343631,0.0567892628979855,0.105908404537148,-5.77853758436795
"SSPN",0.159989999999999,6.18223166666667,2.12590782065763,0.0568059789537548,0.105929089862873,-5.7788155506418
"EYA1",-0.176866666666667,10.6896333333333,-2.1253570514347,0.0568604233731594,0.106020118187317,-5.77972028989856
"MYO1H",0.159366666666667,4.64981333333333,2.12522501480733,0.0568734827420256,0.10603397089322,-5.77993716961175
"OR6C4",0.19237,4.318365,2.12493976000309,0.0569017061784141,0.106076089692591,-5.78040570196277
"FOXRED2",0.165000000000004,10.3701666666667,2.12408113210764,0.0569867398197417,0.106224095186561,-5.78181584294782
"DCAF7",-0.165633333333329,11.3649833333333,-2.12395745995079,0.0569989975124742,0.106236429406229,-5.7820189323721
"CSMD2",0.200163333333333,6.45376166666667,2.12380308496846,0.057014301798582,0.106254438954531,-5.78227243376633
"CCM2",0.144093333333331,8.52361333333333,2.12359025674908,0.0570354073441199,0.106283255359568,-5.78262190937339
"PARD6B",-0.145643333333332,9.56659833333333,-2.12343678701636,0.0570506310713195,0.106301106608353,-5.78287390595719
"CELA2B",0.222393333333333,6.51709333333333,2.12250017708233,0.0571436232739157,0.106463844172611,-5.78441164913018
"NPBWR2",0.184616666666667,6.38720833333333,2.12241022294462,0.0571525620000458,0.10646996564875,-5.78455932244701
"ZSCAN1",0.175969999999998,7.87944833333333,2.12232008864424,0.0571615199557972,0.106476121733507,-5.78470728888711
"RIMS4",0.186993333333334,7.5232,2.1222437476472,0.0571691081094895,0.106479725290163,-5.78483260987066
"SNAPC2",-0.153206666666668,9.99639666666667,-2.1221544848283,0.0571779818770074,0.106485722403991,-5.78497914084416
"SULT6B1",-0.165176666666666,4.63588166666667,-2.12198916818573,0.0571944197252516,0.106505803945559,-5.7852505124796
"VCPIP1",-0.152750000000001,9.695025,-2.1216461053918,0.0572285455856329,0.106558816367752,-5.78581363072536
"CRYM",0.169433333333336,7.57396333333333,2.12153583300101,0.0572395189222287,0.106568712868847,-5.78599462850124
"ERMARD",-0.253996666666668,8.82173166666667,-2.12129826171496,0.0572631666872573,0.106602202371039,-5.78638455738401
"ATP2C1",-0.190693333333332,9.63256666666667,-2.12097329035544,0.0572955291943176,0.106651907179855,-5.78691790737543
"HERC5",-0.258036666666669,7.16788833333333,-2.1205443304051,0.0573382739731981,0.106720926179584,-5.78762187297011
"NEURL4",0.166383333333332,8.299435,2.12024613220587,0.0573680064449025,0.106765714761195,-5.78811121027551
"NPPA",0.22398333333333,6.41985166666667,2.11992669807555,0.0573998724676256,0.106814464781668,-5.78863536313797
"WASF1",0.188109999999998,9.81976833333333,2.1198546896244,0.0574070581791894,0.106817282527846,-5.78875351571798
"SLC12A4",0.16305,8.72560833333333,2.1192496683186,0.0574674667729418,0.106919121722966,-5.78974617716851
"KDELR2",0.141933333333334,12.1831666666667,2.11907751972164,0.0574846660026106,0.106940557041996,-5.79002860037749
"GID4",0.166126666666663,9.19830666666667,2.11829861647601,0.0575625464723389,0.107074864223213,-5.79130633090865
"WBP2NL",-0.197770000000001,6.10644166666667,-2.11809727928168,0.0575826938690794,0.107091273640842,-5.79163657674287
"CBX6",0.200866666666665,9.67403,2.11804225858525,0.0575882008365415,0.107091273640842,-5.79172682281712
"PARVG",0.148473333333333,6.53571,2.11804000685749,0.0575884262203701,0.107091273640842,-5.79173051612607
"MIR139",0.164863333333335,8.195495,2.1178052550884,0.0576119279776781,0.107124400388152,-5.79211554949112
"LETM2",0.196680000000001,8.34207,2.11773587990876,0.0576188750869296,0.107126741696667,-5.79222933329234
"GLYR1",0.18113333333333,10.9262,2.11753810486576,0.0576386842826788,0.10714104937434,-5.79255369996859
"ALOX12B",-0.160003333333335,7.573865,-2.11753209771632,0.0576392860609729,0.10714104937434,-5.79256355196736
"INO80E",0.227523333333332,9.04399166666667,2.1174685166121,0.0576456557903952,0.10714104937434,-5.79266782715096
"NKX6-1",0.205923333333331,8.37179166666667,2.11743189058814,0.0576493253881045,0.10714104937434,-5.79272789448117
"CTXN3",0.196893333333333,5.78689,2.11728574364222,0.0576639701951538,0.107157692615247,-5.79296757369771
"CERK",0.149296666666663,9.85917833333333,2.11681902526974,0.0577107617554075,0.107234065400685,-5.79373293933135
"MIR4453HG",-0.198533333333334,8.45578666666667,-2.11662091562512,0.0577306343915385,0.107260409206889,-5.79405779529464
"ACSM1",0.212546666666666,5.72997333333333,2.11627454908174,0.0577653944166866,0.107314405054634,-5.79462572885562
"ARPC3",-0.154433333333337,11.66675,-2.11619014780356,0.0577738676051325,0.107319560358523,-5.79476411478136
"RPL3",-0.144366666666667,13.6001833333333,-2.11580957033054,0.0578120890257536,0.107379968906415,-5.79538808776644
"ZAN",0.190183333333333,6.79550833333333,2.11496452332482,0.0578970426459528,0.107527157202828,-5.79677340846973
"LY9",0.173266666666665,6.83903333333333,2.11457697202784,0.0579360431194347,0.107588980093811,-5.7974086590296
"TIMM44",0.154366666666666,10.4278166666667,2.11407067575039,0.0579870306804649,0.107667358634588,-5.79823847482833
"OTUD7A",0.168276666666666,7.91277166666667,2.11404435217919,0.0579896828071183,0.107667358634588,-5.79828161666047
"TMCO4",-0.170966666666667,8.16848666666667,-2.11386781254028,0.0580074723191808,0.107689771676634,-5.7985709424696
"TMC3",0.172823333333336,5.80953833333333,2.11346498713462,0.0580480834681188,0.107744179022903,-5.79923108324286
"EBAG9",-0.160946666666668,9.40283333333333,-2.11346362853997,0.0580482204813313,0.107744179022903,-5.79923330958543
"SLCO4C1",-0.190143333333333,8.040325,-2.11324012634171,0.0580707646661471,0.107775402219375,-5.79959955659803
"MRPL44",-0.152733333333336,9.00569,-2.11269918394679,0.0581253626178881,0.107866103019539,-5.80048591625481
"LOC102723701",0.202000000000002,8.19309666666667,2.11256720996773,0.0581386902672787,0.107880206157037,-5.80070214723634
"IQCC",0.145146666666664,8.51860666666667,2.1121807599816,0.0581777332855099,0.107942018392207,-5.80133528800669
"SEC22C",0.156399999999994,10.5599666666667,2.11205341849718,0.0581906040149922,0.107955263595189,-5.80154390729678
"SALL3",0.197476666666667,8.07117166666667,2.11188904222427,0.0582072219241343,0.107975457275598,-5.8018131915421
"GRIK1-AS1",-0.160463333333334,5.461865,-2.11181593793842,0.0582146139716173,0.107978534522497,-5.80193294947284
"LINC00852",0.154516666666664,8.697205,2.11164349881126,0.05823205392248,0.108000246536286,-5.8022154287116
"MNX1",0.147136666666668,8.83807166666667,2.11149538370043,0.0582470377607252,0.108017399486559,-5.80245805400899
"HEBP1",-0.198133333333335,9.50650666666667,-2.11134655632199,0.0582620973243394,0.108034689475889,-5.80270183877767
"ERLEC1",-0.150866666666666,10.6424333333333,-2.11102885442666,0.0582942572958981,0.108083682015253,-5.80322222183519
"MYCT1",0.181160000000001,4.64956666666667,2.11051402755625,0.0583464072335294,0.108169724759946,-5.80406541706275
"LDHB",0.160266666666667,13.1472,2.10999890587643,0.058398631154516,0.108255887713007,-5.80490900758377
"TLR8",0.1445,4.52609666666667,2.1096659557154,0.0584324097107386,0.108304371216038,-5.80545421776423
"COMT",-0.159600000000003,10.5220666666667,-2.10962775423336,0.0584362865189222,0.108304371216038,-5.80551677084164
"IVD",-0.161799999999999,10.1069,-2.1087902433895,0.0585213408814861,0.108451336629136,-5.80688803310689
"OR5J2",0.161086666666666,5.14972333333333,2.10856772288322,0.0585439588621194,0.10848257784427,-5.80725232846707
"ERVW-1",0.21543,6.85734833333333,2.10832930155525,0.0585682022382842,0.108516824491475,-5.80764263738783
"AZU1",0.217033333333331,7.48227,2.10789711424497,0.0586121724849761,0.108587611310451,-5.80835010399918
"GNAT1",0.211430000000003,7.02680166666667,2.10720703473122,0.0586824450461216,0.10869745723007,-5.80947959760541
"SCN10A",0.17283,5.824315,2.10720152401263,0.0586830065368667,0.10869745723007,-5.80948861668679
"ZFPL1",-0.1547,10.5651833333333,-2.10624630113387,0.0587804115411743,0.108856589696119,-5.81105182384245
