"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GSTCD",0.728783333333334,8.33697833333333,8.34209875256446,4.17123932156941e-06,3.67623403754976e-05,4.09244600752199
"PCDHA5",-0.559396666666663,10.0237016666667,-8.3390953615854,4.18579259301176e-06,3.68733478469521e-05,4.08873461315179
"ERLIN1",0.585766666666666,11.3464833333333,8.33607672937373,4.20047485426428e-06,3.69853872862148e-05,4.08500338250303
"TIAM2",-0.804693333333333,7.55532666666667,-8.33186174595106,4.22106892386061e-06,3.71493514542013e-05,4.07979170040233
"CA5BP1",0.733523333333334,8.37294833333333,8.33065109789565,4.22700414238573e-06,3.71842111245646e-05,4.07829441329567
"OR4F15",-1.2254,7.04613333333333,-8.32735462578527,4.24321076008422e-06,3.73093517532335e-05,4.07421663202329
"ABCF2",0.590919999999997,9.92617333333333,8.32615529430174,4.24912369351056e-06,3.73439083731115e-05,4.07273274483559
"CLCN2",-0.588239999999999,9.26551333333333,-8.32555552779476,4.25208398606603e-06,3.73524952395371e-05,4.07199061698592
"MAGI3",-0.627566666666667,8.82674333333333,-8.32421176070024,4.25872454212761e-06,3.73933883573107e-05,4.07032774739005
"MPP4",0.693743333333334,7.382945,8.31996694076289,4.27977485947169e-06,3.75607081562394e-05,4.06507360553318
"ZNF749",0.756996666666669,7.89464166666667,8.31855262714776,4.28681339964733e-06,3.76049574145122e-05,4.06332255795192
"CSE1L",0.661733333333331,12.6811,8.31644887346471,4.29730612077073e-06,3.76794522712271e-05,4.06071751240332
"CCDC159",-0.63374,8.45920333333333,-8.31582956240449,4.30040027708284e-06,3.76802171912176e-05,4.05995053589263
"WASHC3",-0.79578666666667,9.93374,-8.31526120078529,4.30324199564544e-06,3.76802171912176e-05,4.05924661963085
"NPR2",-0.674503333333334,8.340845,-8.3152305494028,4.30339530520915e-06,3.76802171912176e-05,4.05920865685701
"MC1R",-0.623033333333336,9.03985,-8.31379376685777,4.31058829247649e-06,3.77256598050661e-05,4.05742903649089
"XCL1",-0.578313333333336,7.82581,-8.31012753122821,4.3290013840171e-06,3.7869211363947e-05,4.0528869473492
"ZNF729",0.82237,6.019485,8.30906277327677,4.33436482747472e-06,3.78985270012344e-05,4.05156754298337
"CTSA",-0.568233333333335,12.78425,-8.30863980032434,4.33649743091752e-06,3.7899578939165e-05,4.05104337743309
"ACSL4",0.725106666666665,8.85589666666667,8.29853332235707,4.38779132064165e-06,3.83300842917276e-05,4.03851312087828
"LITAF",-0.559266666666666,11.5072333333333,-8.2976887938336,4.39210709105907e-06,3.83499976601792e-05,4.03746554164401
"PPIL1",0.707283333333336,9.19945166666667,8.29682247490088,4.39653896814248e-06,3.83709058971249e-05,4.03639085077531
"MIR15B",0.812236666666665,6.139605,8.29602025669079,4.40064721767262e-06,3.83793434522016e-05,4.03539560431027
"MAVS",-0.575166666666668,10.66935,-8.29564762017088,4.40255693756251e-06,3.83793434522016e-05,4.03493328041671
"ACO1",-0.630066666666663,11.1511333333333,-8.29544044934584,4.40361905066409e-06,3.83793434522016e-05,4.03467624038289
"KCND1",-0.965763333333332,7.821775,-8.29310185559173,4.41562759973941e-06,3.84662026889418e-05,4.03177438102926
"LDB1",-0.549333333333331,12.2187333333333,-8.28874676097972,4.4380848900438e-06,3.86439624683703e-05,4.0263687167748
"TLCD1",-0.699123333333333,9.32553833333333,-8.28809683741243,4.44144679452054e-06,3.8655364569316e-05,4.02556183316616
"IL17RA",-0.596639999999997,9.47219333333333,-8.28633467755948,4.45057585066904e-06,3.87169263609703e-05,4.02337386636659
"FHOD1",0.569356666666669,9.39148166666667,8.28472368811452,4.45893944034819e-06,3.87516891799058e-05,4.02137329709381
"FANCG",0.69773,9.190555,8.28447790446795,4.46021693506098e-06,3.87516891799058e-05,4.02106805113405
"SPRY3",-0.754783333333334,7.22574833333333,-8.28429080309242,4.46118968480235e-06,3.87516891799058e-05,4.02083567992143
"TCTN1",-0.624886666666667,9.89382333333333,-8.28398077286196,4.46280205114239e-06,3.87516891799058e-05,4.02045062822827
"AKAP9",-0.67901333333333,9.53229333333333,-8.26917703151414,4.54052688026757e-06,3.94084254668015e-05,4.00205223249119
"MPP6",0.580510000000002,9.63876166666667,8.26800586611623,4.54673785255438e-06,3.94441550967339e-05,4.00059564394292
"MGAT4A",-0.742463333333332,5.961175,-8.26529467783408,4.56115107917634e-06,3.95490280775439e-05,3.99722313004416
"MFGE8",-0.618460000000001,10.0665033333333,-8.2649426127475,4.56302633601481e-06,3.95490280775439e-05,3.99678512760339
"MIR25",0.548616666666668,8.74591833333333,8.26167648150921,4.58046286027524e-06,3.96818939790358e-05,3.9927210921095
"EPS8L2",-0.582836666666667,8.47413833333333,-8.25899796544699,4.59481591420001e-06,3.97879369784106e-05,3.98938733767395
"KBTBD8",0.793969999999999,7.138575,8.25765372460412,4.60203739244058e-06,3.9832156364534e-05,3.98771395758399
"TOM1L1",-0.642933333333339,10.4706666666667,-8.256492729724,4.60828428310293e-06,3.98560523853137e-05,3.98626852948331
"TMEM106A",-0.591693333333334,9.23693,-8.25635414109553,4.6090305880436e-06,3.98560523853137e-05,3.98609597786439
"BMP8B",0.615416666666663,9.35244833333333,8.25400670457676,4.62169141874792e-06,3.99471942086729e-05,3.98317294560976
"SIRPB1",1.03388666666667,7.24911666666667,8.25008963018439,4.64290153016767e-06,4.01121134950357e-05,3.97829402990607
"NRCAM",1.05536333333333,6.498155,8.24891145623558,4.64930157938532e-06,4.0148989429685e-05,3.97682621958655
"KCTD18",-0.778636666666669,8.515245,-8.24814254331891,4.65348357434332e-06,4.01666863607618e-05,3.97586819749772
"PRRT2",-0.746780000000001,8.62296333333333,-8.24689459911126,4.66027957090075e-06,4.02069195778034e-05,3.97431318910075
"POU3F2",0.670649999999998,9.03970833333333,8.24496292217768,4.67082009617257e-06,4.02794073678178e-05,3.97190586884538
"PLEKHA2",-0.573510000000004,8.871185,-8.24432457709731,4.67430897778228e-06,4.02910458981929e-05,3.97111025038574
"SOCS2",-0.548279999999997,8.85767666666667,-8.24190886469048,4.68753751088141e-06,4.03865880512079e-05,3.96809895098134
"URB1-AS1",-0.579133333333335,9.0959,-8.24099572964574,4.69254837006739e-06,4.04112738920207e-05,3.9669605154656
"PPOX",-0.625286666666667,7.5398,-8.23779605034172,4.71015229525303e-06,4.05443365305282e-05,3.96297063537209
"NUCB1",-0.550399999999998,11.6262,-8.23729558956199,4.71291214616046e-06,4.05495602379105e-05,3.9623464761605
"RRP15",0.831653333333334,9.48658333333333,8.23667300183426,4.71634791210773e-06,4.05605920441264e-05,3.96156996495066
"NBR2",-0.604909999999999,9.315975,-8.23554009310621,4.72260682011217e-06,4.05958817206721e-05,3.96015685409296
"PC",-0.611673333333334,9.31982666666667,-8.23414482802769,4.73032744751833e-06,4.06436985157665e-05,3.95841630130586
"SNX13",-0.658833333333336,10.1728166666667,-8.23007362790688,4.75293303131983e-06,4.08193072101586e-05,3.95333635363922
"HYKK",-0.612826666666667,8.93987333333333,-8.22747745343802,4.76740918386308e-06,4.09249701772458e-05,3.95009594083721
"SNRPB",0.623699999999998,12.43205,8.22588312375928,4.77632262491804e-06,4.09828065228731e-05,3.94810560617331
"DIAPH1",0.625500000000002,10.57345,8.22073308418072,4.80523786773403e-06,4.12121357016861e-05,3.94167443972506
"MLPH",0.611626666666667,7.45827333333333,8.2155056878536,4.83478033042913e-06,4.14466330192546e-05,3.93514363766346
"WDR74",0.664799999999998,11.6437666666667,8.20894674399849,4.87212498493984e-06,4.17477715952488e-05,3.92694494934767
"TRDN",-0.646236666666669,5.18254833333333,-8.20557867267331,4.89142239063339e-06,4.18940651683444e-05,3.92273298236828
"SMC4",0.746500000000001,11.4912833333333,8.20144803688755,4.91520137202522e-06,4.20785921094196e-05,3.91756564804538
"EXOC4",-0.647540000000003,10.0224966666667,-8.19926866107394,4.92779760880069e-06,4.21672604107915e-05,3.9148385256155
"MIR622",1.02231333333333,10.7359766666667,8.19808385267229,4.93466008275125e-06,4.21897573173492e-05,3.91335571345908
"SINHCAF",0.546533333333331,11.2080333333333,8.19804128350554,4.93490683710949e-06,4.21897573173492e-05,3.91330243433685
"FBXW4",-0.583456666666669,8.80507833333333,-8.19737676508741,4.93876047544379e-06,4.22035457325356e-05,3.912470703692
"HSPA5",0.619866666666669,12.5186,8.19643932572193,4.94420233345421e-06,4.22308874141844e-05,3.91129729294371
"TBC1D30",0.620803333333332,7.01046166666667,8.19080599660325,4.97704024150356e-06,4.24921014997634e-05,3.90424386934154
"ELOA",0.599133333333336,10.8927,8.18893511011487,4.98799794164718e-06,4.25663585106402e-05,3.90190056643612
"ZNF577",-0.879173333333334,7.72243666666667,-8.18538510739389,5.00886163846451e-06,4.27250453346198e-05,3.89745307344154
"MPHOSPH6",0.753556666666665,8.294435,8.18413564413344,5.01622719383786e-06,4.27685029283578e-05,3.89588739139617
"DHRS2",0.651103333333332,7.16007833333333,8.17761522334152,5.05485464751998e-06,4.30674430419136e-05,3.88771390976445
"SYNCRIP",0.554933333333334,11.3254333333333,8.17742632184288,5.05597847742794e-06,4.30674430419136e-05,3.88747704656325
"NSD2",0.633676666666666,8.921355,8.17706156137512,5.05814930491201e-06,4.30674430419136e-05,3.88701966279947
"TBC1D5",-0.681960000000004,9.83308666666667,-8.17587258355579,5.06523233249188e-06,4.31082628785143e-05,3.8855286649728
"SNORA13",0.877699999999998,7.52913,8.17303907601438,5.08215531447358e-06,4.32327521196005e-05,3.88197475828345
"CNP",-0.566266666666667,11.8531333333333,-8.16927396750973,5.10473650353962e-06,4.34052403194877e-05,3.87725099909576
"HSP90AA6P",0.583469999999997,9.976265,8.16820626318632,5.11115969272193e-06,4.34182892865741e-05,3.87591115134806
"TMC7",-0.580403333333333,9.58777833333333,-8.16805674783374,5.11205985476407e-06,4.34182892865741e-05,3.87572351629906
"ALX1",-0.709766666666669,10.58975,-8.16786955612915,5.11318708918028e-06,4.34182892865741e-05,3.87548859557103
"SH3PXD2A",0.633036666666666,9.787015,8.16665588923367,5.12050206717121e-06,4.34608093434442e-05,3.87396537936229
"NUDC",0.687566666666665,10.7830166666667,8.16447667929132,5.13366483659501e-06,4.35529024920858e-05,3.87122993894824
"PELI1",-0.724293333333334,9.37953666666667,-8.16364496983455,5.13869809470686e-06,4.35759747481806e-05,3.87018579945219
"SERPINB6",-0.601606666666667,10.10013,-8.16116054250142,5.15376478046917e-06,4.36840710510155e-05,3.86706635084113
"NT5DC3",-0.695133333333334,10.5936333333333,-8.16032517542738,5.15884150331132e-06,4.37074317918872e-05,3.86601730705408
"BNIP3",0.602899999999996,12.00135,8.1586273723224,5.16917605519971e-06,4.3775297582568e-05,3.86388498411723
"SNORD116-29",-0.587730000000002,7.42315166666667,-8.15813471908944,5.17217901381916e-06,4.37810424927056e-05,3.86326618497467
"MMP16",-0.630300000000005,11.26525,-8.15652806103234,5.18198542812463e-06,4.38443457112755e-05,3.86124794520953
"IPPK",0.649596666666667,10.2213683333333,8.15590994038955,5.18576352685263e-06,4.38566099078322e-05,3.86047140145046
"MEGF8",-0.80010666666667,8.89920666666667,-8.1527333457398,5.20522646709029e-06,4.40014521010676e-05,3.85647997169495
"JMY",-0.64253666666667,9.83843166666667,-8.15161420223693,5.21210216513469e-06,4.40398080655661e-05,3.85507348300109
"OR51B4",-0.653066666666669,10.6669,-8.15033596117628,5.21996727915184e-06,4.40791355163553e-05,3.85346687476012
"CHD1",0.616643333333331,10.244445,8.14974987477112,5.22357778554878e-06,4.40791355163553e-05,3.85273016701355
"DRAM2",-0.544200000000004,10.7310666666667,-8.14971742484984,5.22377776746867e-06,4.40791355163553e-05,3.85268937648798
"OAF",-0.562833333333336,11.0378833333333,-8.14700383949963,5.24053021861963e-06,4.41857336407381e-05,3.84927789747376
"FSIP2",-0.988473333333335,6.04264666666667,-8.14691126726619,5.24110273725225e-06,4.41857336407381e-05,3.84916150237399
"CFLAR",-0.692940000000001,7.70707,-8.14553998362115,5.24959141729618e-06,4.42374965339402e-05,3.84743721436654
"SAT1",-0.718066666666669,9.68399333333333,-8.14469460268922,5.25483196863236e-06,4.42618538896341e-05,3.84637410437112
"TMEM45A",-0.799029999999997,7.21330166666667,-8.1405099422068,5.2808559399213e-06,4.44611715567625e-05,3.84111048936392
"SLC7A6",0.566833333333333,10.4503833333333,8.13927920297551,5.2885361637133e-06,4.45059383857803e-05,3.83956204505875
"TUBA3FP",-0.765446666666669,8.31914666666667,-8.1359282619986,5.30950817189771e-06,4.46624729385983e-05,3.83534521862893
"PLXDC1",-0.63700666666667,7.51995666666667,-8.13450403032915,5.31844888985464e-06,4.47177082105011e-05,3.83355257993244
"USP34",-0.555633333333336,11.6575166666667,-8.13058065063029,5.34316213302836e-06,4.49054509653977e-05,3.82861314993733
"CDC25C",1.00341666666667,8.42016166666667,8.12997022897084,5.34701826206489e-06,4.49178153201294e-05,3.82784448881679
"TMUB2",-0.685313333333335,9.22679333333333,-8.12726124267355,5.36416754482707e-06,4.5041788470474e-05,3.82443274368922
"SERAC1",-0.675959999999998,8.38367333333333,-8.124137494617,5.38401603221126e-06,4.51883056821154e-05,3.82049760876198
"RNF170",-0.75915,9.19853833333333,-8.12273703567907,5.39294029483528e-06,4.52309640018802e-05,3.81873302479517
"SYNPO",-0.605036666666669,9.02159166666667,-8.12255111255855,5.39412626548671e-06,4.52309640018802e-05,3.81849874419937
"CHRDL1",0.786999999999999,9.26801,8.12220993812685,5.3963032872584e-06,4.52309640018802e-05,3.81806882218155
"DNAJB5",-0.752083333333335,9.181775,-8.12157484858495,5.4003582907012e-06,4.52448167469157e-05,3.81726849561725
"POLR2D",0.66873333333333,10.5945333333333,8.12071488223904,5.40585434703351e-06,4.52707251098396e-05,3.81618471116505
"LRBA",-0.806849999999999,8.690605,-8.11837072707544,5.42086647934272e-06,4.53762663430848e-05,3.81323003168156
"NRG4",-0.636599999999998,5.35665333333333,-8.11615724152938,5.43508300310706e-06,4.54750569882356e-05,3.8104394823461
"HDGFL3",0.5482,10.4913333333333,8.11409718818562,5.44835014969872e-06,4.5565820035269e-05,3.80784186645294
"TACC1",0.607910000000004,10.0919116666667,8.11131990577615,5.46629161146148e-06,4.56955775456127e-05,3.80433910162976
"RBFA",0.548443333333331,8.72510833333333,8.10897237634296,5.4815064458296e-06,4.58024367350287e-05,3.80137766752594
"PABPC1L",-0.689169999999999,9.03620166666667,-8.10774795583277,5.48946026116351e-06,4.58485563453453e-05,3.79983279947973
"CSPG4",0.644366666666667,10.11235,8.10524197942206,5.50577780986e-06,4.5964458896677e-05,3.79667044433315
"MYO10",0.63829,8.78930166666667,8.10319903454009,5.51911899056566e-06,4.60554218291155e-05,3.79409187285577
"MAFF",0.664479999999999,7.61076333333333,8.1015245707376,5.5300798093061e-06,4.61264495697392e-05,3.79197803869497
"CDKL4",-0.733043333333334,5.28467166666667,-8.10092382720778,5.53401790743373e-06,4.61388637753904e-05,3.79121958564691
"ACADVL",-0.539066666666672,11.6189333333333,-8.09825295354385,5.55156307020395e-06,4.62646632142571e-05,3.78784704752735
"KCNAB1",-0.649593333333333,6.47207333333333,-8.09731514459151,5.55773780316244e-06,4.62956363488551e-05,3.78666267478142
"RBMS3",-0.594343333333331,10.2150283333333,-8.09381777711583,5.58083049774904e-06,4.64674454441227e-05,3.78224491633619
"TRPA1",1.18353666666667,5.396055,8.09260262354617,5.5888781737017e-06,4.65138893166141e-05,3.78070964919167
"HDAC6",-0.600296666666667,8.50151166666667,-8.09125787095281,5.59779871960442e-06,4.65675534827869e-05,3.77901044641827
"RTL3",0.93093,6.244665,8.08394671468531,5.64656696428381e-06,4.69525131149321e-05,3.76976861430364
"ZNF223",-0.600723333333331,8.49476166666667,-8.08342256103946,5.65008080120696e-06,4.69609981508967e-05,3.76910581236287
"NAV1",-0.558033333333334,10.61955,-8.08168138667708,5.66177024672778e-06,4.70259954806568e-05,3.76690384077635
"DVL2",-0.633153333333336,9.33698333333333,-8.0815141085528,5.66289464532917e-06,4.70259954806568e-05,3.76669227476096
"PCDHB4",-1.13927666666667,5.52096833333333,-8.07936640043538,5.67735233893403e-06,4.71234917649766e-05,3.76397566488008
"BABAM2",-0.552733333333332,11.1171666666667,-8.07902721110177,5.67963928567999e-06,4.71234917649766e-05,3.76354658038079
"REEP4",0.640300000000002,9.49147333333333,8.07412581472708,5.71279735536576e-06,4.73777302470095e-05,3.75734470639708
"MIR99A",-0.622466666666665,7.45017666666667,-8.07128106016104,5.73213772054855e-06,4.75172015091599e-05,3.75374390318094
"GARS-DT",-0.731283333333334,8.44500833333333,-8.06899848152398,5.74770704208461e-06,4.76253033130759e-05,3.75085401786776
"MARF1",-0.606233333333336,10.77865,-8.0669527762198,5.76169935304996e-06,4.77202487314613e-05,3.7482635238983
"NR4A1",0.721163333333331,9.749185,8.06641967853177,5.76535167956585e-06,4.77295092452498e-05,3.74758837936848
"IFNGR2",0.740683333333333,9.52338166666667,8.06461284256624,5.77774911514477e-06,4.7799162656521e-05,3.74529986074079
"UTP20",0.767253333333329,10.40574,8.06445389305585,5.77884110485815e-06,4.7799162656521e-05,3.74509851920731
"GTPBP3",0.587136666666666,8.91675166666667,8.06386424279401,5.78289396781223e-06,4.78116878796205e-05,3.74435158333538
"HILPDA",0.709370000000002,9.111895,8.0614470782153,5.79953995580659e-06,4.79282735970432e-05,3.74128924011387
"NOC2L",0.661399999999999,10.8671333333333,8.06022495557871,5.80797582256076e-06,4.79769371237322e-05,3.73974066018348
"NR4A2",0.703950000000001,8.71430166666667,8.0594211450279,5.81353143406976e-06,4.80017759882814e-05,3.7387220402369
"KHSRP",0.585233333333331,11.5542166666667,8.05899773097259,5.81646019991884e-06,4.8004912973388e-05,3.73818544383714
"KLF16",0.621846666666668,9.60423,8.05513314081382,5.84326519407321e-06,4.82050182501861e-05,3.73328686808731
"RAPGEFL1",-0.610466666666664,8.16940333333333,-8.05398040970598,5.85128632075246e-06,4.82500554137705e-05,3.73182538911943
"PTRH2",0.573563333333336,10.2565516666667,8.05186216296441,5.86605677890532e-06,4.83506841898918e-05,3.7291393946614
"EOMES",-0.609596666666667,8.10708833333333,-8.05052009903225,5.875435709232e-06,4.84068049639875e-05,3.72743735574283
"CCDC150",0.688920000000001,6.52155,8.0500005367208,5.87907097127319e-06,4.84155761578309e-05,3.72677837859509
"CTSE",0.839303333333331,7.308255,8.04759027853002,5.89596670968486e-06,4.85221892335014e-05,3.72372096901138
"PCK2",-0.765646666666665,9.12928666666667,-8.04741897229601,5.89716954207735e-06,4.85221892335014e-05,3.72350364197971
"CLIC1",0.687333333333335,12.2155333333333,8.04671596451048,5.90210850153859e-06,4.85416207502086e-05,3.72261173856223
"S100A1",-0.789303333333334,8.06891833333333,-8.04551716913071,5.91054087465161e-06,4.85692357554478e-05,3.72109070086346
"SHROOM2",0.5819,7.92014333333333,8.04550539136808,5.91062378419275e-06,4.85692357554478e-05,3.72107575636276
"PDIA6",0.622,11.7580666666667,8.04400550857925,5.92119244491906e-06,4.86348619745336e-05,3.71917246391666
"UBN1",0.580303333333333,9.30891166666667,8.04352343540618,5.9245936072255e-06,4.86415850036988e-05,3.71856067731446
"AADAT",0.683166666666663,10.5177166666667,8.04247159615212,5.93202193237655e-06,4.86813512306666e-05,3.71722572301318
"DNAJB2",-0.648843333333334,8.46059166666667,-8.03971556021504,5.951533268965e-06,4.88193054776755e-05,3.71372726678051
"GABRG1",-0.725063333333334,5.871585,-8.03936550962833,5.95401638962624e-06,4.88193054776755e-05,3.71328285743272
"PDP2",0.698420000000002,9.74496666666667,8.03548934895146,5.98158700964119e-06,4.90240251260149e-05,3.70836091089824
"RASSF1",0.628986666666668,8.45542,8.03116795380382,6.01248662205709e-06,4.92477099118772e-05,3.70287157746725
"DHX34",0.662783333333334,9.071865,8.03094169194004,6.01410920661132e-06,4.92477099118772e-05,3.70258410514228
"NFASC",-0.64406,8.49627666666667,-8.02907314060471,6.02752712266224e-06,4.93361346493788e-05,3.70020983167529
"PTPN12",0.605933333333333,10.9110333333333,8.02620427059449,6.04819100209274e-06,4.94668205124868e-05,3.69656372511904
"ARNT",-0.601466666666669,10.8899,-8.02612732271617,6.04874629076442e-06,4.94668205124868e-05,3.69646591746784
"GALNS",-0.581550000000005,9.64413166666667,-8.02517593468537,6.05561644759898e-06,4.95015104922218e-05,3.6952565619097
"MBTD1",-0.599563333333336,9.032905,-8.02298246288663,6.0714879575364e-06,4.96097198230978e-05,3.69246793781393
"RPP25",0.573173333333331,9.39904,8.01612446983219,6.12140050078853e-06,4.99958616790335e-05,3.68374561254717
"TRIM14",0.691999999999997,9.88016666666667,8.01564551176631,6.12490282390254e-06,5.00027827418207e-05,3.68313624901381
"MTFR1",0.728233333333336,10.7974833333333,8.01007203189572,6.16581717986678e-06,5.03149916662092e-05,3.67604334632551
"FKBP8",-0.564533333333332,10.9709333333333,-8.00840125721226,6.17813940496592e-06,5.03937105037368e-05,3.67391639573606
"TMEM175",-0.571990000000005,9.73223166666667,-8.00770369559706,6.18329187201716e-06,5.0413904379901e-05,3.67302828217412
"ZNF358",-0.68136,9.89068666666667,-8.00553925142001,6.19930877759382e-06,5.05226228979671e-05,3.67027222382844
"SH2D4A",0.653616666666669,8.27802833333333,8.00490059408034,6.20404337530149e-06,5.05393395027804e-05,3.66945889744163
"RNF219",0.671186666666667,8.65297666666667,8.00203586576031,6.22532857476377e-06,5.06719990600661e-05,3.66581010580519
"NAA25",0.784519999999999,10.3062066666667,8.00185195564416,6.22669772643937e-06,5.06719990600661e-05,3.66557582808156
"GALE",-0.598549999999999,9.894325,-8.0016234153415,6.22839958713247e-06,5.06719990600661e-05,3.66528469184768
"NRN1",-0.767956666666665,9.427165,-7.99704048551503,6.2626329749235e-06,5.09285101250903e-05,3.65944525469136
"DNMBP",0.617959999999998,10.3684533333333,7.9963592769217,6.26773870404088e-06,5.09480322623677e-05,3.65857707206081
"LRRC8B",0.672116666666666,7.591935,7.99116644355788,6.30680708669749e-06,5.12434877786283e-05,3.65195718575196
"TAP2",0.605420000000002,9.16464,7.98617703308649,6.34459200252858e-06,5.15282646725413e-05,3.64559370063449
"RGMB",0.544569999999998,8.98467166666667,7.98548001340179,6.34988991387672e-06,5.15490632060147e-05,3.6447044947026
"SDC3",0.686236666666668,10.167015,7.98257003684738,6.3720595682352e-06,5.1698068554455e-05,3.64099155804778
"SF3A1",0.555700000000002,10.8586166666667,7.98235063180352,6.37373447931637e-06,5.1698068554455e-05,3.64071157223065
"PMM2",0.540093333333333,9.99078666666667,7.98134878909416,6.38138844674634e-06,5.17166309300573e-05,3.63943303634959
"FASTKD2",0.688143333333333,8.78515833333333,7.98133225758491,6.3815148285788e-06,5.17166309300573e-05,3.6394119381276
"NINJ1",-0.602566666666672,10.4022166666667,-7.97979838888015,6.3932528388889e-06,5.17760240955841e-05,3.63745421193934
"IGFBP6",-0.715133333333334,10.7113666666667,-7.97965625195925,6.39434172487674e-06,5.17760240955841e-05,3.63727278426181
"KDM5B",-0.585833333333332,11.0646166666667,-7.97728200646651,6.41255994563537e-06,5.18795230906005e-05,3.63424188416329
"CDC42EP2",0.836653333333331,9.08316666666667,7.97727250160735,6.4126329911287e-06,5.18795230906005e-05,3.6342297492006
"UBL4A",0.617126666666669,9.27781,7.97260700824935,6.44859595528021e-06,5.21480705116993e-05,3.62827200228279
"TP53",-0.59953333333333,11.2797,-7.96889051276831,6.47739908790915e-06,5.23585126273309e-05,3.62352431032422
"E2F3",0.669479999999999,8.29506666666667,7.96825524709473,6.48233628758094e-06,5.23759423596308e-05,3.62271262125342
"CRISPLD1",-0.694873333333335,8.68265333333333,-7.96548477601379,6.50391541148711e-06,5.25277628044375e-05,3.61917220144735
"ADA",-0.652646666666666,9.80984333333333,-7.96429069069983,6.51323993858555e-06,5.25448446140174e-05,3.61764599144378
"ICMT",0.750893333333334,10.45962,7.9639761853269,6.51569828155755e-06,5.25448446140174e-05,3.61724398166868
"CHAMP1",0.549233333333339,10.5728166666667,7.96386994216018,6.51652896085064e-06,5.25448446140174e-05,3.61710817602816
"SLC7A7",-0.807806666666669,6.23149666666667,-7.96378540244433,6.51719002964557e-06,5.25448446140174e-05,3.61700011195595
"NALCN",-0.695166666666668,7.16854666666667,-7.96333905112224,6.52068152581808e-06,5.25504988691731e-05,3.61642954345819
"FGF11",-0.780649999999998,8.30250833333333,-7.96199844491032,6.53118026443619e-06,5.26125958513222e-05,3.61471571534782
"C11orf49",-0.573569999999997,9.85308166666667,-7.96133972420382,6.53634559198638e-06,5.26316942622794e-05,3.61387353211917
"SH3RF3",0.611743333333333,8.78418833333333,7.95552572823745,6.58212687166639e-06,5.297768269272e-05,3.6064380857016
"UTP18",0.636553333333335,9.97279,7.95496152213152,6.58658794613866e-06,5.29909429207926e-05,3.60571632156762
"PPP1R1B",-0.800176666666665,8.48805166666667,-7.95404088616599,6.59387423406344e-06,5.29929055544795e-05,3.60453851329397
"CDH6",-0.660266666666668,6.7285,-7.95399680991013,6.59422328900979e-06,5.29929055544795e-05,3.6044821222289
"EPB41L4B",0.746373333333334,6.67797333333333,7.95386428187996,6.59527294359669e-06,5.29929055544795e-05,3.60431256480427
"B9D1",-0.538906666666666,9.05438,-7.95163365452228,6.61296706891368e-06,5.31124186677698e-05,3.6014583773936
"HMMR",1.00652333333333,9.70247166666667,7.94989398292378,6.6268022151805e-06,5.32008494973187e-05,3.59923199027056
"DNTTIP2",0.607033333333334,10.39775,7.94832827308146,6.63928052372872e-06,5.32783167379236e-05,3.59722793550258
"ERI1",0.836556666666665,8.73764166666667,7.94652419054408,6.65368996247689e-06,5.33712081572784e-05,3.59491842005362
"PRR11",0.623700000000001,11.2648166666667,7.94326553034982,6.67980266367931e-06,5.35578558398196e-05,3.59074585652978
"EEF1AKNMT",0.633940000000003,10.0847633333333,7.9425336124591,6.68568291245849e-06,5.35821923290397e-05,3.58980850043737
"RETSAT",-0.646843333333337,10.346945,-7.93988233082244,6.70703006213812e-06,5.3730414372739e-05,3.58641252493316
"PCDH1",-0.538509999999999,9.941245,-7.93435800360066,6.75174592833292e-06,5.40475142980461e-05,3.57933390402418
"ACOT2",-0.682469999999999,8.60955166666667,-7.9342833750751,6.75235218983235e-06,5.40475142980461e-05,3.5792382542189
"STC1",0.880059999999998,8.19595333333333,7.93166022350808,6.77369920798062e-06,5.41835351046313e-05,3.57587580596911
"ZBTB2",0.601679999999998,9.19947666666667,7.93121929942083,6.77729454014021e-06,5.41835351046313e-05,3.57531053557667
"ADSL",0.560566666666668,10.8310833333333,7.93113569819617,6.7779764631258e-06,5.41835351046313e-05,3.57520335518056
"RING1",-0.591146666666669,9.64637,-7.92960028571265,6.79051373767144e-06,5.42607279318217e-05,3.57323474561138
"FAM216A",0.747476666666667,9.76454833333333,7.9239537894745,6.83683476422415e-06,5.46076954832051e-05,3.56599280977449
"VPS9D1",-0.599356666666665,8.34791833333333,-7.92289063604278,6.84559431690722e-06,5.46397690571842e-05,3.56462884421716
"PRIM2",0.811813333333333,9.53488666666667,7.92276229115578,6.84665259503848e-06,5.46397690571842e-05,3.56446417612921
"CYHR1",-0.720886666666665,8.84852,-7.92144092347926,6.85755828069753e-06,5.47036224729594e-05,3.56276873374065
"LYPLAL1",-1.01213333333333,8.30603666666667,-7.92063777174036,6.8641960906374e-06,5.47333908429572e-05,3.56173811339872
"LOC646813",0.677209999999999,10.2378616666667,7.91868448678388,6.88036827944048e-06,5.48391266081176e-05,3.55923130650762
"CCT3",0.623199999999999,11.8062,7.91689679220838,6.89520540141158e-06,5.49341364340887e-05,3.55693662658431
"SGSM3",-0.563330000000002,8.12202166666667,-7.91453764329547,6.91483807321773e-06,5.50672559285339e-05,3.55390786108737
